Rank,Name,Canvas,CanvasWeight,Chaqueta,ChaquetaWeight,Craneo,CraneoWeight,Polvo,PolvoWeight,Rociada,RociadaWeight,TraitCount,Weighting
4233,ElMatador1348,Ana,86.0517241,Valioso,66.5466667,Vingavito,110.9111111,Grava,31.7898089,Limpiar,50.4141414,5,346.82379700000007
4234,ElMatador0750,Sintra,84.5932203,Pelerine,72.3333333,Miedo,103.9791667,Obsceno,44.1681416,Sujeria,40.5772358,5,346.7614425
4235,ElMatador1047,Tocumen,103.9791667,Romeria,64.8181818,Fuerto,97.8627451,Sebento,40.25,Tierra,38.6899225,5,346.7103609
4236,ElMatador1529,Salvador,79.2222222,Vigoroso,70.2957746,Corrupto,116.0697674,Tizne,31.9935897,Basura,47.9903846,5,346.68208329999993
4237,ElMatador0426,Pango,97.8627451,Aspero,64.8181818,Nobre,103.9791667,Grava,31.7898089,Barafunda,47.0849057,5,346.645153
4238,ElMatador1067,Apopa,66.5466667,Hermosa,63.9871795,Macaco,131.3421053,Infecto,40.25,Estragar,43.4,5,346.63629629999997
4239,ElMatador0398,Salvador,79.2222222,Acredo,67.4459459,Corrupto,116.0697674,Cicatriz,36.9703704,Huella,45.7889908,5,346.6076415
4240,ElMatador1453,Almada,69.3194444,Lajuso,66.5466667,Pajaro,99.82,Infecto,40.25,Peturbar,69.3194444,5,346.3659003
4241,ElMatador1959,Piura,97.8627451,Simpatea,69.3194444,Cruel,84.5932203,Manchar,43.0258621,Limpiar,50.4141414,5,346.3257581
4242,ElMatador2649,Belmopan,110.9111111,Toscoe,71.3,Lider,97.8627451,Grava,31.7898089,None,24.1111111,4,346.3081095
4243,ElMatador2297,Acajutla,73.3970588,Romeria,64.8181818,Guia,106.1914894,Cisco,38.3923077,Dolor,62.3875,5,346.2968825
4244,ElMatador1028,Izalco,63.9871795,Traje,70.2957746,Mau,118.8333333,Cubrir,33.952381,Molesta,58.0348837,5,346.21389690000007
4245,ElMatador1386,Barillas,108.5,Acer,68.369863,Dingo,92.4259259,Brillo,33.4966443,Mugre,42.2966102,5,346.19938820000004
4246,ElMatador1587,Medillian,97.8627451,Moda,74.4925373,Cruel,84.5932203,None,16.5264901,Alterar,62.3875,4,346.1958261
4247,ElMatador3697,Belem,77.984375,Seda,66.5466667,Levado,116.0697674,None,16.5264901,Caotico,58.7176471,4,346.1782796
4248,ElMatador0650,Beja,68.369863,Lajuso,66.5466667,Lindo,116.0697674,Porcada,31.5886076,Alterar,62.3875,5,346.0727495
4249,ElMatador0551,Beja,68.369863,Robusto,66.5466667,Leal,124.775,Luz,37.2462687,Senal,47.9903846,5,346.0385278
4250,ElMatador0883,Santiago,84.5932203,Lajuso,66.5466667,Cabra,99.82,Luz,37.2462687,Vuelco,56.7159091,5,346.03240959999994
4251,ElMatador1441,Izalco,63.9871795,Bello,70.2957746,Violento,118.8333333,Porco,43.7807018,Basura,47.9903846,5,345.9977186
4252,ElMatador4516,Santiago,84.5932203,Capa,89.125,Repartido,94.1698113,Brillo,33.4966443,Estragar,43.4,5,345.8950207
4253,ElMatador1209,Coimbra,64.8181818,Aspero,64.8181818,Violento,118.8333333,Raspar,34.6597222,Espeso,61.617284,5,345.8570479
4254,ElMatador2334,Antigua,72.3333333,Toscoe,71.3,Dewsviada,95.9807692,Litiase,58.0348837,Barafunda,47.0849057,5,345.8442367
4255,ElMatador0194,Apopa,66.5466667,Explicito,74.4925373,Espiritu,118.8333333,Brilho,35.9064748,Desordem,48.9313725,5,345.8207294
4256,ElMatador0057,LaUnion,74.4925373,Invulgar,71.3,Violento,118.8333333,Porcada,31.5886076,Doenca,48.4563107,5,345.7811337
4257,ElMatador1801,Tecia,69.3194444,Casaco,69.3194444,Acerbo,108.5,Furia,47.0849057,Limpiar,50.4141414,5,345.7482807
4258,ElMatador0879,LaUnion,74.4925373,Vigoroso,70.2957746,Seguro,99.82,Cisco,38.3923077,Espeso,61.617284,5,345.7282484
4259,ElMatador0657,Horizante,110.9111111,Incultor,66.5466667,Fantasma,86.0517241,Cubrir,33.952381,Barafunda,47.0849057,5,345.6571334
4260,ElMatador3043,Vincinte,71.3,Pelucia,89.125,Perrita,97.8627451,Besuntado,39.6111111,Balburdia,46.6448598,5,345.6540608
4261,ElMatador1584,Natal,94.1698113,Felpa,62.3875,Espiritu,118.8333333,None,16.5264901,Estragar,43.4,4,345.650468
4262,ElMatador1551,Tecia,69.3194444,Felpa,62.3875,Camero,110.9111111,Porcada,31.5886076,Embargo,70.2957746,5,345.61278250000004
4263,ElMatador1880,Mejicanos,60.1325301,Titulo,63.1772152,Pavaroso,110.9111111,Cocar,33.4966443,Volcar,76.7846154,5,345.61246090000003
4264,ElMatador1131,SanMiguel,63.1772152,Ameno,68.369863,Venado,134.8918919,Raspar,34.6597222,Estragar,43.4,5,345.60903709999997
4265,ElMatador0660,Belem,77.984375,Acuti,68.369863,Camero,110.9111111,Obsceno,44.1681416,Tumulto,43.0258621,5,345.5696976
4266,ElMatador1303,Lisbon,63.9871795,Guapo,67.4459459,Adusto,110.9111111,Ardor,38.0992366,caotica,63.9871795,5,345.54099740000004
4267,ElMatador1648,Santiago,84.5932203,Fuerte,67.4459459,Mariposa,103.9791667,Manchar,43.0258621,Porcaria,45.3727273,5,345.5272671
4268,ElMatador1362,Chajul,94.1698113,Explicito,74.4925373,Careta,97.8627451,Cicatriz,36.9703704,Cunfusao,40.9098361,5,345.515645
4269,ElMatador0544,Delgado,89.125,Fuerte,67.4459459,Agreste,108.5,Po,36.9703704,Mugre,42.2966102,5,345.4482713
4270,ElMatador4977,Usuutan,74.4925373,Vigoroso,70.2957746,Miedo,103.9791667,Raspar,34.6597222,Dejado,60.8658537,5,345.4033993
4271,ElMatador0970,Beja,68.369863,Titulo,63.1772152,Mariposa,103.9791667,Furia,47.0849057,Espeso,61.617284,5,345.33877939999996
4272,ElMatador2196,Nueva,87.5614035,Aspero,64.8181818,Mieda,121.7317073,Aranar,31.3899371,Tierra,38.6899225,5,345.30149700000004
4273,ElMatador4157,Antigua,72.3333333,Acuti,68.369863,Mao,121.7317073,Raspar,34.6597222,Barafunda,47.0849057,5,345.28987629999995
4274,ElMatador0582,Delgado,89.125,Vigoroso,70.2957746,Desviado,108.5,None,16.5264901,Limpiar,50.4141414,4,345.1947394
4275,ElMatador0502,Usuutan,74.4925373,Invulgar,71.3,Bruxaria,116.0697674,Grava,31.7898089,Limpiar,50.4141414,5,345.1765998
4276,ElMatador1069,Nueva,87.5614035,Moda,74.4925373,Lider,97.8627451,Po,36.9703704,Barafunda,47.0849057,5,345.08230679999997
4277,ElMatador0668,Sintra,84.5932203,Toscoe,71.3,Perverso,118.8333333,Defeito,35.9064748,None,24.1111111,4,345.0774728
4278,ElMatador2578,Salvador,79.2222222,Hermosa,63.9871795,Desviado,108.5,Aranar,31.3899371,Dejado,60.8658537,5,345.0755373
4279,ElMatador3492,Belem,77.984375,Fuerte,67.4459459,Sevaro,103.9791667,Laluz,34.4206897,Bagunca,60.1325301,5,345.07305219999995
4280,ElMatador3518,Vincinte,71.3,Guapo,67.4459459,Desviado,108.5,Cocar,33.4966443,Alterarse,63.1772152,5,345.0301502
4281,ElMatador1993,Chajul,94.1698113,Roupa,69.3194444,Repartido,94.1698113,Besuntado,39.6111111,Balburdia,46.6448598,5,345.0253827
4282,ElMatador3657,Belem,77.984375,Augusto,64.8181818,Miedo,103.9791667,Cubrir,33.952381,Alterarse,63.1772152,5,345.0216645
4283,ElMatador0411,Cusco,89.125,Pelerine,72.3333333,Fidalgo,106.1914894,Cubrir,33.952381,Mugre,42.2966102,5,345.00915869999994
4284,ElMatador0319,Antigua,72.3333333,Agudo,89.125,Agreste,108.5,Porcada,31.5886076,Mugre,42.2966102,5,344.9538959
4285,ElMatador2962,Vincinte,71.3,Lugos,65.6710526,Rica,101.8571429,Porcada,31.5886076,Grima,73.3970588,5,344.9242067
4286,ElMatador1679,Santiago,84.5932203,Lugos,65.6710526,Buitre,92.4259259,Manchar,43.0258621,Molesta,58.0348837,5,344.8612894
4287,ElMatador0782,Salvador,79.2222222,Incultor,66.5466667,Adusto,110.9111111,Imunda,41.2479339,Huella,45.7889908,5,344.82726950000006
4288,ElMatador0721,Tecia,69.3194444,Traje,70.2957746,Miedo,103.9791667,Imunda,41.2479339,Caotico,58.7176471,5,344.6703115
4289,ElMatador1675,Abacay,92.4259259,Fornido,63.1772152,Seductor,99.82,Besuntado,39.6111111,Doenca,48.4563107,5,344.6009077
4290,ElMatador1189,Nueva,87.5614035,Fornido,63.1772152,Rica,101.8571429,Obsceno,44.1681416,Balburdia,46.6448598,5,344.51910780000003
4291,ElMatador0618,Manaus,101.8571429,Marcado,76.7846154,Cruel,84.5932203,Tizne,31.9935897,Senal,47.9903846,5,344.3292977
4292,ElMatador0300,Beja,68.369863,Acer,68.369863,Furioso,134.8918919,None,16.5264901,Huella,45.7889908,4,344.2804321
4293,ElMatador1448,Usuutan,74.4925373,Comodo,72.3333333,Valioso,124.775,None,16.5264901,Huella,45.7889908,4,344.2496848
4294,ElMatador0249,Salvador,79.2222222,Salsus,77.984375,Cachorro,108.5,Porcada,31.5886076,Huella,45.7889908,5,344.19454040000005
4295,ElMatador2830,Vincinte,71.3,Felpa,62.3875,Adusto,110.9111111,Cascalho,53.0957447,Porcaria,45.3727273,5,344.1774279
4296,ElMatador0643,Monsaraz,70.2957746,Nitido,63.9871795,Adusto,110.9111111,Po,36.9703704,Picazon,60.8658537,5,344.1406341
4297,ElMatador2474,Izalco,63.9871795,Relevo,110.9111111,Campeao,89.125,Cocar,33.4966443,Porcaria,45.3727273,5,344.003007
4298,ElMatador4487,Sullana,97.8627451,Bravo,69.3194444,Repartido,94.1698113,Brillo,33.4966443,Basura,47.9903846,5,343.9493745
4299,ElMatador1820,Sumpango,101.8571429,Incultor,66.5466667,Sevaro,103.9791667,Porcada,31.5886076,Tierra,38.6899225,5,343.7718512
4300,ElMatador0510,Salvador,79.2222222,Simpatea,69.3194444,Mieda,121.7317073,Grava,31.7898089,Sujeria,40.5772358,5,343.7507634
4301,ElMatador0183,Braga,90.7454545,Manera,87.5614035,Fantasma,86.0517241,Porcada,31.5886076,Balburdia,46.6448598,5,343.7023943
4302,ElMatador3640,Izalco,63.9871795,Desejo,92.4259259,Cruela,90.7454545,Aranar,31.3899371,caotica,63.9871795,5,343.64602130000003
4303,ElMatador2715,Vincinte,71.3,Blusa,70.2957746,Ferozo,99.82,Manchar,43.0258621,Boga,58.0348837,5,343.58686520000003
4304,ElMatador0415,Viana,80.5,Silex,68.369863,Fidalgo,106.1914894,Cicatriz,36.9703704,Limpiar,50.4141414,5,343.556209
4305,ElMatador2002,Viana,80.5,Simpatea,69.3194444,Cruela,90.7454545,Cocar,33.4966443,Nunitus,68.369863,5,343.54175100000003
4306,ElMatador0140,Manaus,101.8571429,Simpatea,69.3194444,Bonito,99.82,Marcas,38.0992366,None,24.1111111,4,343.5402683
4307,ElMatador0761,Chancay,118.8333333,Blusa,70.2957746,Infeliz,79.2222222,Cocar,33.4966443,Sujeria,40.5772358,5,343.53555500000004
4308,ElMatador0732,Braga,90.7454545,Bravo,69.3194444,Fidalgo,106.1914894,None,16.5264901,Trapalhada,50.4141414,4,343.5303531
4309,ElMatador2982,Acajutla,73.3970588,Bello,70.2957746,Leon,108.5,Cocar,33.4966443,Vuelco,56.7159091,5,343.5157316
4310,ElMatador0432,Monsaraz,70.2957746,Ameno,68.369863,Intenso,116.0697674,Luz,37.2462687,Trapalhada,50.4141414,5,343.5061599
4311,ElMatador3714,Chimbote,108.5,Quente,56.0786517,Infeliz,79.2222222,Cicatriz,36.9703704,Espeso,61.617284,5,343.49887309999997
4312,ElMatador1405,Viana,80.5,Salsus,77.984375,Camero,110.9111111,Besuntado,39.6111111,None,24.1111111,4,343.4510416
4313,ElMatador0752,Acajutla,73.3970588,Quente,56.0786517,Curioso,124.775,Tizne,31.9935897,Trastormo,56.0786517,5,343.4332967
4314,ElMatador0156,Monsaraz,70.2957746,Bravo,69.3194444,Aeduo,121.7317073,Tizne,31.9935897,Desordem,48.9313725,5,343.3822333
4315,ElMatador0997,Nueva,87.5614035,Valioso,66.5466667,Desonesto,118.8333333,Defeito,35.9064748,None,24.1111111,4,343.2923227
4316,ElMatador0298,Alegre,71.3,Vigoroso,70.2957746,Valioso,124.775,Cocar,33.4966443,Mugre,42.2966102,5,343.2743739
4317,ElMatador3577,Coimbra,64.8181818,Felpa,62.3875,Valioso,124.775,Furia,47.0849057,Tumulto,43.0258621,5,343.2017944
4318,ElMatador2215,Antigua,72.3333333,Traje,70.2957746,Fantasma,86.0517241,None,16.5264901,Furvidus,87.5614035,4,343.1020589
4319,ElMatador2656,Almada,69.3194444,Marcado,76.7846154,Seguro,99.82,None,16.5264901,Embargo,70.2957746,4,343.0796578
4320,ElMatador3927,Piura,97.8627451,Casaco,69.3194444,Buitre,92.4259259,Po,36.9703704,Porcaria,45.3727273,5,343.06155789999997
4321,ElMatador0863,Salvador,79.2222222,Fornido,63.1772152,Pison,99.82,Ardor,38.0992366,Espeso,61.617284,5,343.0463028
4322,ElMatador4447,Juarez,95.9807692,Blusa,70.2957746,Energico,94.1698113,Brillo,33.4966443,Basura,47.9903846,5,343.04372880000005
4323,ElMatador1077,Beja,68.369863,Robusto,66.5466667,Espiritu,118.8333333,Furia,47.0849057,Cunfusao,40.9098361,5,342.8549496
4324,ElMatador1282,Natal,94.1698113,Toscoe,71.3,Cabra,99.82,Manchar,43.0258621,None,24.1111111,4,342.7601178
4325,ElMatador0920,SanMiguel,63.1772152,Marcado,76.7846154,Seductor,99.82,Vil,43.0258621,Caotico,58.7176471,5,342.63568460000005
4326,ElMatador0569,Usuutan,74.4925373,Simpatea,69.3194444,Magia,131.3421053,None,16.5264901,Sujeria,40.5772358,4,342.59114619999997
4327,ElMatador0507,Belem,77.984375,Fornido,63.1772152,Fiel,113.4318182,Cisco,38.3923077,Doenca,48.4563107,5,342.5523716
4328,ElMatador0331,Ana,86.0517241,Seda,66.5466667,Cachorro,108.5,Aranar,31.3899371,Desordem,48.9313725,5,342.5300452
4329,ElMatador0853,Nueva,87.5614035,Explicito,74.4925373,Repartido,94.1698113,Ardor,38.0992366,Barafunda,47.0849057,5,342.5182392
4330,ElMatador1296,Nueva,87.5614035,Simpatea,69.3194444,Pavaroso,110.9111111,Sebento,40.25,None,24.1111111,4,342.48640340000003
4331,ElMatador1250,Santiago,84.5932203,Fornido,63.1772152,Seguro,99.82,Aranar,31.3899371,Alterar,62.3875,5,342.4782174
4332,ElMatador0495,Monsaraz,70.2957746,Acuti,68.369863,Veloz,113.4318182,Luz,37.2462687,Lodo,51.9895833,5,342.4436526
4333,ElMatador1142,Juarez,95.9807692,Roupa,69.3194444,Seguro,99.82,None,16.5264901,Limpiar,50.4141414,4,342.3941784
4334,ElMatador0199,Braga,90.7454545,Seda,66.5466667,Torcido,113.4318182,Grava,31.7898089,Tierra,38.6899225,5,342.31401560000006
4335,ElMatador1093,Sintra,84.5932203,Vigoroso,70.2957746,Pavaroso,110.9111111,Laluz,34.4206897,Cunfusao,40.9098361,5,342.24097660000007
4336,ElMatador0480,Belem,77.984375,Salsus,77.984375,Miedo,103.9791667,Laluz,34.4206897,Balburdia,46.6448598,5,342.123811
4337,ElMatador3638,Antigua,72.3333333,Hermosa,63.9871795,Amotinado,118.8333333,Furia,47.0849057,Tierra,38.6899225,5,342.0390191
4338,ElMatador0610,Porto,84.5932203,Estilo,57.3678161,Corrupto,116.0697674,Cubrir,33.952381,Desordem,48.9313725,5,342.0249021
4339,ElMatador0206,Metapan,70.2957746,Incultor,66.5466667,Espiritu,118.8333333,Luz,37.2462687,Senal,47.9903846,5,342.0227727
4340,ElMatador1270,Porto,84.5932203,Rasgado,76.7846154,Repartido,94.1698113,Luz,37.2462687,Senal,47.9903846,5,341.89464509999993
4341,ElMatador0913,LaUnion,74.4925373,Capa,89.125,Lider,97.8627451,Cisco,38.3923077,Cunfusao,40.9098361,5,341.892771
4342,ElMatador0128,Usuutan,74.4925373,Comodo,72.3333333,Espiritu,118.8333333,Laluz,34.4206897,Sujeria,40.5772358,5,341.7674742
4343,ElMatador0218,Belem,77.984375,Explicito,74.4925373,Fiel,113.4318182,None,16.5264901,Desordem,48.9313725,4,341.6999264
4344,ElMatador0382,Alegre,71.3,Agudo,89.125,Mariposa,103.9791667,None,16.5264901,Limpiar,50.4141414,4,341.6781315
4345,ElMatador0350,Monsaraz,70.2957746,Aspero,64.8181818,Brioso,127.974359,Porcada,31.5886076,Huella,45.7889908,5,341.5762586
4346,ElMatador0835,Usuutan,74.4925373,Manera,87.5614035,Torcido,113.4318182,Porcada,31.5886076,None,24.1111111,4,341.51881099999997
4347,ElMatador3815,Ciudad,92.4259259,Hermosa,63.9871795,Dingo,92.4259259,Vil,43.0258621,Doenca,48.4563107,5,341.4315489
4348,ElMatador0180,Vincinte,71.3,Vigoroso,70.2957746,Imoral,113.4318182,Luz,37.2462687,Senal,47.9903846,5,341.37459089999993
4349,ElMatador2475,Porto,84.5932203,Moda,74.4925373,Fantasma,86.0517241,Cisco,38.3923077,Vuelco,56.7159091,5,341.3560433
4350,ElMatador2230,Usuutan,74.4925373,Lajuso,66.5466667,Repartido,94.1698113,Obsceno,44.1681416,Dejado,60.8658537,5,341.3533554
4351,ElMatador0724,Monsaraz,70.2957746,Acuti,68.369863,Camero,110.9111111,Sebento,40.25,Trapalhada,50.4141414,5,341.3512349
4352,ElMatador1845,Belem,77.984375,Fuerte,67.4459459,Repartido,94.1698113,Cabelo,54.8461538,Huella,45.7889908,5,341.3456216000001
4353,ElMatador4160,Sintra,84.5932203,Nitido,63.9871795,Bruxa,103.9791667,Porcada,31.5886076,Trastormo,56.0786517,5,341.33717060000004
4354,ElMatador1414,Usuutan,74.4925373,Acuti,68.369863,Miedo,103.9791667,Furia,47.0849057,Sujar,46.212963,5,341.2497805
4355,ElMatador2310,Ciudad,92.4259259,Fuerte,67.4459459,Torcido,113.4318182,Brillo,33.4966443,None,24.1111111,4,341.24477870000004
4356,ElMatador1289,Coimbra,64.8181818,Nitido,63.9871795,Cachorro,108.5,Besuntado,39.6111111,Alterarse,63.1772152,5,341.2040324
4357,ElMatador0665,Viana,80.5,Felpa,62.3875,Duro,124.775,None,16.5264901,Balburdia,46.6448598,4,341.1671832
4358,ElMatador1541,Pisco,94.1698113,Seda,66.5466667,Cruela,90.7454545,Grava,31.7898089,Vuelco,56.7159091,5,341.0779953
4359,ElMatador0100,Salvador,79.2222222,Titulo,63.1772152,Perverso,118.8333333,Porcada,31.5886076,Barafunda,47.0849057,5,341.0166288
4360,ElMatador1526,Alegre,71.3,Pericido,58.0348837,Lider,97.8627451,Defeito,35.9064748,Volcar,76.7846154,5,340.99906380000004
4361,ElMatador3901,Coimbra,64.8181818,Aspero,64.8181818,Ferozo,99.82,Defeito,35.9064748,Linny,74.4925373,5,340.9657205
4362,ElMatador0493,Viana,80.5,Acuti,68.369863,Rabioso,108.5,Cocar,33.4966443,Desordem,48.9313725,5,340.90822460000004
4363,ElMatador4836,Lisbon,63.9871795,Acredo,67.4459459,Duro,124.775,Imundo,42.6581197,Cunfusao,40.9098361,5,340.886426
4364,ElMatador2680,Coimbra,64.8181818,Casaco,69.3194444,Mieda,121.7317073,Luz,37.2462687,Balburdia,46.6448598,5,340.8708068
4365,ElMatador4915,Almada,69.3194444,Moda,74.4925373,Miedo,103.9791667,Vil,43.0258621,Desordem,48.9313725,5,340.8587278
4366,ElMatador1254,Metapan,70.2957746,Quente,56.0786517,Miedo,103.9791667,Aranar,31.3899371,Anguista,77.984375,5,340.8382499
4367,ElMatador2576,Izalco,63.9871795,Estilo,57.3678161,Lindo,116.0697674,Tizne,31.9935897,Embargo,70.2957746,5,340.82447210000004
4368,ElMatador0516,Pango,97.8627451,Roupa,69.3194444,Perrita,97.8627451,Defeito,35.9064748,Tierra,38.6899225,5,340.7516767
4369,ElMatador3295,Huacho,92.4259259,Seda,66.5466667,Seductor,99.82,Infecto,40.25,Sujeria,40.5772358,5,340.73017319999997
4370,ElMatador1450,Chajul,94.1698113,Romeria,64.8181818,Dewsviada,95.9807692,Imunda,41.2479339,Estragar,43.4,5,340.727041
4371,ElMatador0484,Monsaraz,70.2957746,Fuerte,67.4459459,Relajada,124.775,Cisco,38.3923077,Tierra,38.6899225,5,340.70929550000005
4372,ElMatador0107,Antigua,72.3333333,Manera,87.5614035,Cabra,99.82,Aranar,31.3899371,Doenca,48.4563107,5,340.6713294
4373,ElMatador0846,Tarma,106.1914894,Catus,64.8181818,Cruel,84.5932203,Vil,43.0258621,Cunfusao,40.9098361,5,340.6489345
4374,ElMatador1026,SanMiguel,63.1772152,Moda,74.4925373,Dewsviada,95.9807692,Brillo,33.4966443,Apenar,72.3333333,5,340.59084409999997
4375,ElMatador0087,Sintra,84.5932203,Acredo,67.4459459,Pavaroso,110.9111111,Brillo,33.4966443,Tumulto,43.0258621,5,340.58312850000004
4376,ElMatador4779,Choloma,87.5614035,Rasgado,76.7846154,Venal,89.125,None,16.5264901,Bagunca,60.1325301,4,340.46337239999997
4377,ElMatador0677,Santiago,84.5932203,Quente,56.0786517,Perrito,118.8333333,Aranar,31.3899371,Doenca,48.4563107,5,340.4617979
4378,ElMatador0353,Izalco,63.9871795,Delujo,74.4925373,Mau,118.8333333,Porcada,31.5886076,Trapalhada,50.4141414,5,340.4261439
4379,ElMatador0629,Lisbon,63.9871795,Acredo,67.4459459,Mieda,121.7317073,Imundo,42.6581197,Estragar,43.4,5,340.33329719999995
4380,ElMatador4601,Salvador,79.2222222,Estilo,57.3678161,Fuerto,97.8627451,Litiase,58.0348837,Balburdia,46.6448598,5,340.2428717
4381,ElMatador0447,Lisbon,63.9871795,Hermosa,63.9871795,Magia,131.3421053,Laluz,34.4206897,Porcaria,45.3727273,5,340.22022610000005
4382,ElMatador0578,Alegre,71.3,Fornido,63.1772152,Espiritu,118.8333333,Luz,37.2462687,Doenca,48.4563107,5,340.1234727
4383,ElMatador1180,Beja,68.369863,Roupa,69.3194444,Levado,116.0697674,Luz,37.2462687,Senal,47.9903846,5,340.10607289999996
4384,ElMatador2608,Usuutan,74.4925373,Hermosa,63.9871795,Seductor,99.82,Imundo,42.6581197,Molesta,58.0348837,5,340.103065
4385,ElMatador0332,Sonsonate,86.0517241,Vigoroso,70.2957746,Rapida,110.9111111,Cisco,38.3923077,None,24.1111111,4,340.09536190000006
4386,ElMatador0471,Manaus,101.8571429,Estilo,57.3678161,Rica,101.8571429,Cicatriz,36.9703704,Cunfusao,40.9098361,5,340.0726532
4387,ElMatador2711,Escuintla,103.9791667,Hermosa,63.9871795,Cruel,84.5932203,Defeito,35.9064748,Limpiar,50.4141414,5,339.99052750000004
4388,ElMatador0123,Porto,84.5932203,Aspero,64.8181818,Bruxa,103.9791667,Cocar,33.4966443,Lodo,51.9895833,5,339.9871412
4389,ElMatador3532,Monsaraz,70.2957746,Romeria,64.8181818,Repartido,94.1698113,Luz,37.2462687,Apenar,72.3333333,5,339.97371449999997
4390,ElMatador1306,Tingo,99.82,Delujo,74.4925373,Seguro,99.82,Aranar,31.3899371,None,24.1111111,4,339.9669188
4391,ElMatador3185,Coimbra,64.8181818,Desejo,92.4259259,Bruxa,103.9791667,Aranar,31.3899371,Sujar,46.212963,5,339.9365193
4392,ElMatador1107,Sullana,97.8627451,Seda,66.5466667,Lider,97.8627451,Brilho,35.9064748,Sujeria,40.5772358,5,339.8662123
4393,ElMatador3151,Salvador,79.2222222,Fuerte,67.4459459,Infeliz,79.2222222,Atarantar,64.8181818,Basura,47.9903846,5,339.80930150000006
4394,ElMatador1564,Acajutla,73.3970588,Marcado,76.7846154,Dingo,92.4259259,Furia,47.0849057,Desordem,48.9313725,5,339.7342231
4395,ElMatador0445,Apopa,66.5466667,Pelucia,89.125,Rica,101.8571429,Laluz,34.4206897,Balburdia,46.6448598,5,339.70470389999997
4396,ElMatador0356,Vincinte,71.3,Catus,64.8181818,Violento,118.8333333,Cicatriz,36.9703704,Balburdia,46.6448598,5,339.6770901
4397,ElMatador0102,Usuutan,74.4925373,Sagax,79.2222222,Cachorro,108.5,Cubrir,33.952381,Mugre,42.2966102,5,339.5740955
4398,ElMatador0148,Antigua,72.3333333,Catus,64.8181818,Lindo,116.0697674,Luz,37.2462687,Senal,47.9903846,5,339.5682806
4399,ElMatador0807,Monsaraz,70.2957746,Simpatea,69.3194444,Desonesto,118.8333333,Cicatriz,36.9703704,Tumulto,43.0258621,5,339.5551296
4400,ElMatador4942,Lisbon,63.9871795,Blusa,70.2957746,Nobre,103.9791667,Cicatriz,36.9703704,Alterarse,63.1772152,5,339.52005119999995
4401,ElMatador3322,Metapan,70.2957746,Nitido,63.9871795,Vingavito,110.9111111,None,16.5264901,Peligro,67.4459459,4,339.49983449999996
4402,ElMatador0186,Manaus,101.8571429,Fornido,63.1772152,Mariposa,103.9791667,Brilho,35.9064748,None,24.1111111,4,339.364444
4403,ElMatador2408,Medillian,97.8627451,Toscoe,71.3,Ferozo,99.82,Brilho,35.9064748,None,24.1111111,4,339.3336643
4404,ElMatador0081,Izalco,63.9871795,Elegante,77.984375,Perrito,118.8333333,Porcada,31.5886076,Huella,45.7889908,5,339.29283100000004
4405,ElMatador0151,Natal,94.1698113,Salsus,77.984375,Campeao,89.125,Ardor,38.0992366,Tierra,38.6899225,5,339.1786902
4406,ElMatador0287,Lisbon,63.9871795,Comodo,72.3333333,Venado,134.8918919,Brillo,33.4966443,None,24.1111111,4,339.1534934
4407,ElMatador1149,Talara,108.5,Titulo,63.1772152,Buitre,92.4259259,Porcada,31.5886076,Mugre,42.2966102,5,339.0987037
4408,ElMatador2900,Izalco,63.9871795,Fornido,63.1772152,Careta,97.8627451,Imundo,42.6581197,Embargo,70.2957746,5,339.0913789
4409,ElMatador0214,Porto,84.5932203,Romeria,64.8181818,Mao,121.7317073,Cocar,33.4966443,None,24.1111111,4,339.08419810000004
4410,ElMatador0217,Izalco,63.9871795,Casaco,69.3194444,Mao,121.7317073,Po,36.9703704,Huella,45.7889908,5,338.9080372
4411,ElMatador1736,Metapan,70.2957746,Bravo,69.3194444,Desviado,108.5,Manchar,43.0258621,Balburdia,46.6448598,5,338.8962857
4412,ElMatador3989,Beja,68.369863,Elegante,77.984375,Dewsviada,95.9807692,Vestigio,56.7159091,Tierra,38.6899225,5,338.8511836
4413,ElMatador0367,Tecia,69.3194444,Marcado,76.7846154,Leal,124.775,Cocar,33.4966443,None,24.1111111,4,338.8201485000001
4414,ElMatador0315,Delgado,89.125,Robusto,66.5466667,Mariposa,103.9791667,Grava,31.7898089,Sujar,46.212963,5,338.76395010000005
4415,ElMatador0136,Sintra,84.5932203,Traje,70.2957746,Fuerto,97.8627451,Laluz,34.4206897,Trapalhada,50.4141414,5,338.69691589999996
4416,ElMatador4216,Lisbon,63.9871795,Toscoe,71.3,Agreste,108.5,Aranar,31.3899371,Atufo,62.3875,5,338.67496140000003
4417,ElMatador1215,Santiago,84.5932203,Pericido,58.0348837,Ferozo,99.82,Cocar,33.4966443,Espeso,61.617284,5,338.6723771
4418,ElMatador0265,Coimbra,64.8181818,Silex,68.369863,Perverso,118.8333333,Cicatriz,36.9703704,Doenca,48.4563107,5,338.558404
4419,ElMatador4903,Coimbra,64.8181818,Titulo,63.1772152,Valioso,124.775,Imunda,41.2479339,Estragar,43.4,5,338.5286757
4420,ElMatador0275,Beja,68.369863,Hermosa,63.9871795,Relajada,124.775,Grava,31.7898089,Doenca,48.4563107,5,338.48850690000006
4421,ElMatador0094,Braga,90.7454545,Vigoroso,70.2957746,Nobre,103.9791667,Aranar,31.3899371,Cunfusao,40.9098361,5,338.4305138
