Rank,Name,Background,BackgroundWeight,Body,BodyWeight,Ear,EarWeight,Eye,EyeWeight,Eyes,EyesWeight,Head,HeadWeight,Mouth,MouthWeight,Skin,SkinWeight,TraitCount,Weighting
4193,Pendulum #01385,Cozmo Sunset,41.3966942,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,Samurai Red,172.7241379,Highborn Sun,100.18,4,340.203594
4194,Pendulum #04944,Gradient Pearl,31.30625,,2.33411,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,Gilly Yellow,238.5238095,Blue,40.3951613,4,339.6151729
4195,Pendulum #01583,Yellow,29.2923977,,2.33411,War Blue,200.36,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Feather Glitch,86.362069,4,339.142825
4196,Pendulum #04839,Pink,22.8721461,,2.33411,Valkyrie Purple,185.5185185,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Highborn Sun,100.18,4,339.1209719
4197,Pendulum #03868,Pink,22.8721461,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Holodrape Black,192.6538462,Highborn Black,96.3269231,4,338.4706242
4198,Pendulum #02660,Teal,35.5248227,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Holo Drape Glitch,217.7826087,Feather Black,58.9294118,4,338.4539433
4199,Pendulum #00131,Cozmo Black,28.299435,,2.33411,Samurai Gray,208.7083333,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Red,78.265625,4,338.4017516
4200,Pendulum #04605,Cozmo Blue,28.4602273,,2.33411,,2.2573231,Teal,18.9734848,Zodiac Red,217.7826087,,2.4699211,,2.1921225,Burst,56.9204545,4,338.289701
4201,Pendulum #00012,Cozmo Forrest,30.5426829,Plugged Orange,200.36,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Oracle Purple,80.7903226,4,338.16872680000006
4202,Pendulum #04478,Aqua,10.772043,,2.33411,,2.2573231,Purple,10.0784708,Third Eye Purple,263.6315789,,2.4699211,,2.1921225,Burst Glitch,37.1037037,4,337.7387221
4203,Pendulum #01481,Aqua,10.772043,,2.33411,,2.2573231,Pink,10.4790795,Awaken Glitch,227.6818182,,2.4699211,,2.1921225,Sunset,72.5942029,4,337.6800693
4204,Pendulum #00731,Yellow,29.2923977,,2.33411,,92.7592593,Black,5.0698381,,2.1778261,Ronin Green,156.53125,,2.1921225,Cream,41.057377,5,337.4930642
4205,Pendulum #01247,Black,28.7873563,,2.33411,Derp Green,143.1142857,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Vent Sunset,131.8157895,4,337.36629880000004
4206,Pendulum #00437,Yellow,29.2923977,,2.33411,Valkyrie Glitch,208.7083333,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Sunset,72.5942029,4,337.14744210000003
4207,Pendulum #03945,Cozmo Black,28.299435,,2.33411,,2.2573231,Black,5.0698381,Holo Visor Purple,250.45,,2.4699211,,2.1921225,White,36.2971014,4,336.2693002
4208,Pendulum #02857,Black,28.7873563,,2.33411,War Pink,192.6538462,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Pink,92.7592593,4,335.3437286
4209,Pendulum #01881,Pink,22.8721461,,2.33411,,2.2573231,Red,17.5754386,,2.1778261,Holodrape Black,217.7826087,,2.1921225,Green,61.0853659,4,335.17638999999997
4210,Pendulum #00052,Cozmo Aqua,29.6390533,,2.33411,Aquatic Glitch,238.5238095,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Blue,40.3951613,4,335.1105323
4211,Pendulum #04554,Cozmo Pink,42.4491525,,2.33411,Aquatic Yellow,156.53125,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Highborn Moon,106.5744681,4,334.8796221
4212,Pendulum #00543,Cozmo Orange,43.1810345,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,Aqua Mask Glitch,185.5185185,Brown,80.7903226,4,334.7357776
4213,Pendulum #04127,Yellow,29.2923977,,2.33411,,2.2573231,White,9.1072727,Zodiac Blue,238.5238095,,2.4699211,,2.1921225,Cream,41.057377,4,334.1337826
4214,Pendulum #03740,Cozmo Forrest,30.5426829,Phoenix Purple,192.6538462,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Oracle Blue,89.4464286,4,333.7094376
4215,Pendulum #02358,Cozmo Forrest,30.5426829,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Aether Glitch,192.6538462,,2.1921225,Highborn Cream,89.4464286,4,333.57362650000005
4216,Pendulum #01840,Aqua,10.772043,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Unicorn Purple,238.5238095,,2.1921225,Green,61.0853659,4,333.2969787
4217,Pendulum #01326,Green,17.3321799,,2.33411,Crescent White,116.4883721,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Shiny Purple,172.7241379,4,333.0971981
4218,Pendulum #04964,Aqua,10.772043,,2.33411,,92.7592593,Blue,13.2513228,,2.1778261,Ronin Blue,125.225,,2.1921225,Red,78.265625,5,333.0561922
4219,Pendulum #02996,Cozmo Aqua,29.6390533,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,Astronomer Green,192.6538462,Highborn Cream,89.4464286,4,332.9477955
4220,Pendulum #03532,Cozmo Aqua,29.6390533,,2.33411,Aquatic Glitch,238.5238095,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,White,36.2971014,4,330.61186369999996
4221,Pendulum #00372,Green,17.3321799,Aether Green,151.7878788,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Vent Cream,135.3783784,4,330.5735497
4222,Pendulum #00749,Green,17.3321799,,2.33411,Aquatic Glitch,238.5238095,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Purple,48.1634615,4,330.5719591
4223,Pendulum #00469,Blue,23.5164319,,2.33411,Aquatic Red,147.3235294,Black,5.0698381,Awaken Green,104.3541667,,2.4699211,,2.1921225,White,36.2971014,5,329.6361046
4224,Pendulum #00060,Gradient Pearl,31.30625,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,Astronomer Pink,200.36,Sunset,72.5942029,4,329.5063549
4225,Pendulum #04702,Aqua,10.772043,,2.33411,,92.7592593,Green,9.7641326,,2.1778261,Ronin Blue,125.225,,2.1921225,Sun,77.0615385,5,328.36491550000005
4226,Pendulum #01558,Cozmo Sunset,41.3966942,,2.33411,Angelic Yellow,122.1707317,Black,5.0698381,Awaken Purple,96.3269231,,2.4699211,,2.1921225,Vent Glitch,50.09,5,328.1292242
4227,Pendulum #02511,Cozmo Blue,28.4602273,,2.33411,,2.2573231,Pink,10.4790795,Awaken Red,161.5806452,,2.4699211,,2.1921225,Shiny Blue,111.3111111,4,327.9839888
4228,Pendulum #02393,Red,17.0955631,Bandit Yellow,128.4358974,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,Samurai Glitch,86.362069,Highborn Glitch,75.8939394,5,327.8263523
4229,Pendulum #00607,Cozmo Green,23.7393365,Opulence Orange,192.6538462,,2.2573231,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Oracle Pink,80.7903226,4,327.6570257
4230,Pendulum #02578,Red,17.0955631,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Harlequin Purple,250.45,,2.1921225,Burst Glitch,37.1037037,4,327.56502709999995
4231,Pendulum #01514,Aqua,10.772043,Holodrape Teal,217.7826087,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Grunt Black,73.6617647,4,327.32033090000004
4232,Pendulum #04673,Cozmo Sunset,41.3966942,,2.33411,War Purple,208.7083333,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Skeleton Glitch,46.3796296,4,327.0349644
4233,Pendulum #01316,Cozmo White,37.380597,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,Knight Blue,143.1142857,Vent White,125.225,4,326.9283501
4234,Pendulum #03299,Red,17.0955631,Knight Gray,238.5238095,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Vent Glitch,50.09,4,326.77585250000004
4235,Pendulum #04133,Cozmo Red,43.9385965,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,Derp Green,131.8157895,Vent White,125.225,4,326.225288
4236,Pendulum #00696,Orange,25.1708543,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,Baller Purple,172.7241379,,2.1921225,Grunt Sun,102.2244898,4,326.0587835
4237,Pendulum #02948,Cozmo Blue,28.4602273,Criminal Glitch,208.7083333,,2.2573231,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Sun Glitch,54.4456522,4,325.18629319999997
4238,Pendulum #01880,Cozmo Blue,28.4602273,,2.33411,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,Aqua Mask Red,100.18,Oracle White,166.9666667,4,324.99684609999997
4239,Pendulum #00397,Orange,25.1708543,,2.33411,Assassin Teal,178.8928571,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Seer,94.509434,4,324.7250449
4240,Pendulum #00776,Orange,25.1708543,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Unicorn Green,200.36,,2.1921225,Highborn Glitch,75.8939394,4,324.340554
4241,Pendulum #02565,Cozmo Pink,42.4491525,,2.33411,,2.2573231,Teal,18.9734848,Neon Visor Purple,208.7083333,,2.4699211,,2.1921225,Burst Glitch,37.1037037,4,323.38759999999996
4242,Pendulum #01748,Black,28.7873563,,2.33411,,2.2573231,White,9.1072727,Astronomer Green,192.6538462,,2.4699211,,2.1921225,Highborn Glitch,75.8939394,4,322.5953403
4243,Pendulum #04464,Cozmo Black,28.299435,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,Assassin Yellow,227.6818182,Blue,40.3951613,4,322.2791764
4244,Pendulum #02820,Cozmo Red,43.9385965,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Moon Sherpa Orange,178.8928571,,2.1921225,Feather Blue,78.265625,4,322.0277474
4245,Pendulum #01942,Pink,22.8721461,,2.33411,Samurai Gray,208.7083333,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Green,61.0853659,4,321.9905968
4246,Pendulum #03423,Purple,24.1980676,Knight Pink,104.3541667,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,Astronomer Orange,122.1707317,Vent Glitch,50.09,5,320.85184940000005
4247,Pendulum #03067,Gradient Pearl,31.30625,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,Holodrape Bronze,156.53125,Vent Purple,111.3111111,4,320.3570785
4248,Pendulum #00766,Cozmo Blue,28.4602273,,2.33411,Angelic Purple,122.1707317,Blue,13.2513228,,2.1778261,Aether Blue,98.2156863,,2.1921225,Black,44.3274336,5,319.2083438
4249,Pendulum #02539,Cozmo Blue,28.4602273,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Moon Sherpa Blue,147.3235294,,2.1921225,Skeleton Purple,122.1707317,4,318.88515720000004
4250,Pendulum #01519,Cozmo Forrest,30.5426829,,2.33411,Sorceress Pink,172.7241379,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Oracle Blue,89.4464286,4,318.8651489
4251,Pendulum #00165,Red,17.0955631,,2.33411,,2.2573231,Pink,10.4790795,Lightning Green,185.5185185,,2.4699211,,2.1921225,Oracle Blue,89.4464286,4,318.6925154
4252,Pendulum #00300,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,Assassin Green,217.7826087,Skeleton Glitch,46.3796296,4,318.68785729999996
4253,Pendulum #01079,Cozmo Green,23.7393365,,2.33411,Mist Green,143.1142857,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Shiny Green,128.4358974,4,318.4178779
4254,Pendulum #03724,Cozmo Teal,32.1089744,,2.33411,Mist Pink,139.1388889,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Grunt White,116.4883721,4,318.28654270000004
4255,Pendulum #03044,Cozmo Aqua,29.6390533,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Aether Red,143.1142857,Vent Blue,119.2619048,4,318.23234390000005
4256,Pendulum #03404,Cozmo Red,43.9385965,Plugged Green,156.53125,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Oracle Cream,91.0727273,4,317.3033482000001
4257,Pendulum #04651,Aqua,10.772043,Knight Pink,104.3541667,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Skeleton Candy,178.8928571,4,317.07063819999996
4258,Pendulum #01888,Red,17.0955631,,2.33411,,2.2573231,Orange,7.0549296,Lazer Eye Glitch,217.7826087,,2.4699211,,2.1921225,Feather Black,58.9294118,4,317.0154389
4259,Pendulum #02166,Green,17.3321799,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Opulence Orange,217.7826087,,2.1921225,Feather Black,58.9294118,4,316.9599607
4260,Pendulum #00506,Gradient Pearl,31.30625,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,Ancient Blue,143.1142857,,2.1921225,Vent Sun,116.4883721,4,316.53387110000006
4261,Pendulum #04358,Yellow,29.2923977,,2.33411,,2.2573231,Yellow,14.4768786,,2.1778261,Derp Red,208.7083333,,2.1921225,Purple,48.1634615,4,316.5019018
4262,Pendulum #00336,Blue,23.5164319,,2.33411,,2.2573231,White,9.1072727,Opulence Orange,208.7083333,,2.4699211,,2.1921225,Feather Black,58.9294118,4,316.41437540000004
4263,Pendulum #01895,Green,17.3321799,,2.33411,Sorceress White,172.7241379,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Feather White,100.18,4,316.3882173
4264,Pendulum #00004,Black,28.7873563,,2.33411,,2.2573231,Yellow,14.4768786,,2.1778261,,2.4699211,Assassin Orange,208.7083333,Purple,48.1634615,4,316.274659
4265,Pendulum #01466,Cozmo Blue,28.4602273,Assassin Yellow,208.7083333,,2.2573231,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Purple,48.1634615,4,315.80554249999994
4266,Pendulum #02518,Blue,23.5164319,,2.33411,,2.2573231,Green,9.7641326,Holo Visor Green,185.5185185,,2.4699211,,2.1921225,Oracle Glitch,80.7903226,4,315.74233130000005
4267,Pendulum #00721,Cozmo Forrest,30.5426829,,2.33411,,92.7592593,Green,9.7641326,,2.1778261,Ronin Blue,125.225,,2.1921225,Black,44.3274336,5,315.4014505
4268,Pendulum #02030,Black,28.7873563,,2.33411,Mist Blue,185.5185185,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Highborn Purple,79.5079365,4,314.9570781
4269,Pendulum #02169,Cozmo Orange,43.1810345,Astronomer Pink,208.7083333,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Grunt Glitch,35.7785714,4,313.7430518
4270,Pendulum #00922,Green,17.3321799,Forge Blue,178.8928571,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Grunt Sunset,96.3269231,4,313.61844
4271,Pendulum #03117,Gradient Forrest,37.1037037,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Holodrape Yellow,147.3235294,Grunt Sun,102.2244898,4,313.26943170000004
4272,Pendulum #01545,Cozmo Aqua,29.6390533,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Assassin Orange,208.7083333,Purple,48.1634615,4,313.1285569
4273,Pendulum #02943,Cozmo Sunset,41.3966942,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,Assassin Orange,208.7083333,Burst Glitch,37.1037037,4,313.11149309999996
4274,Pendulum #03871,Black,28.7873563,,2.33411,,2.2573231,Red,17.5754386,,2.1778261,Astronomer Orange,200.36,,2.1921225,Vent Glitch,50.09,4,312.67362560000004
4275,Pendulum #03007,Yellow,29.2923977,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Wizard Glitch,143.1142857,,2.1921225,Vent Blue,119.2619048,4,312.599257
4276,Pendulum #00826,Orange,25.1708543,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,Vape Pink,208.7083333,Burst,56.9204545,4,312.0081095
4277,Pendulum #02128,Cozmo White,37.380597,Monk Glitch,200.36,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Purple,48.1634615,4,311.9791711
4278,Pendulum #03708,White,41.057377,,2.33411,Trinity Blue,122.1707317,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Knower,119.2619048,4,311.814765
4279,Pendulum #02723,Green,17.3321799,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Ancient Orange,192.6538462,,2.1921225,Red,78.265625,4,311.1674114
4280,Pendulum #04679,Cozmo Yellow,28.6228571,Knight Glitch,94.509434,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Feather Knower,166.9666667,4,311.1654377
4281,Pendulum #02262,Red,17.0955631,,2.33411,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,Derp Green,131.8157895,Vent Sunset,131.8157895,4,310.1170942
4282,Pendulum #01921,Cozmo Purple,42.4491525,,2.33411,Derp Pink,200.36,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Blue,40.3951613,4,309.756822
4283,Pendulum #00188,Purple,24.1980676,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,Aether Purple,143.1142857,,2.1921225,Vent Sun,116.4883721,4,309.4256887
4284,Pendulum #00956,Orange,25.1708543,Samurai Green,178.8928571,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Highborn Purple,79.5079365,4,309.3324223
4285,Pendulum #00719,Cozmo Orange,43.1810345,,2.33411,,2.2573231,Black,5.0698381,Astronomer Orange,128.4358974,,2.4699211,,2.1921225,Vent Sun,116.4883721,4,309.3280678
4286,Pendulum #04809,Yellow,29.2923977,Legion Glitch,161.5806452,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Seer,94.509434,4,308.43404830000003
4287,Pendulum #01065,Purple,24.1980676,,2.33411,Mist Red,172.7241379,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Highborn Green,82.1147541,4,308.3617111
4288,Pendulum #03204,Cozmo White,37.380597,,2.33411,Derp Pink,200.36,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Blue,40.3951613,4,307.4605098
4289,Pendulum #02507,Cozmo Blue,28.4602273,,2.33411,Aquatic Blue,125.225,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Vent Green,128.4358974,4,307.30182609999997
4290,Pendulum #01131,Green,17.3321799,,2.33411,,2.2573231,Purple,10.0784708,Derp Green,131.8157895,,2.4699211,,2.1921225,Vent Sunset,131.8157895,4,307.1951554
4291,Pendulum #03105,White,41.057377,,2.33411,Crescent White,116.4883721,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Vent Green,128.4358974,4,307.1249133
4292,Pendulum #02867,Cozmo Aqua,29.6390533,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Aether Purple,200.36,Vent Glitch,50.09,4,306.7067621
4293,Pendulum #03351,Red,17.0955631,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Unicorn Glitch,147.3235294,,2.1921225,Vent Blue,119.2619048,4,306.59675760000005
4294,Pendulum #01341,Cozmo Orange,43.1810345,Assassin Teal,147.3235294,,2.2573231,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,Brown,80.7903226,4,306.26501310000003
4295,Pendulum #00424,Pink,22.8721461,Aether Yellow,135.3783784,Angelic Red,84.8983051,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Cream,41.057377,5,306.23223250000007
4296,Pendulum #04700,Aqua,10.772043,,2.33411,Sorceress Gray,217.7826087,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Skeleton Glitch,46.3796296,4,305.4845886
4297,Pendulum #03497,Blue,23.5164319,Phoenix Glitch,200.36,,2.2573231,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,Skeleton Glitch,46.3796296,4,305.2261881
4298,Pendulum #03991,Cozmo Green,23.7393365,Aether Yellow,135.3783784,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Vent Blue,119.2619048,4,303.4835342
4299,Pendulum #03535,Yellow,29.2923977,,2.33411,,2.2573231,Purple,10.0784708,Neon Visor Glitch,128.4358974,,2.4699211,,2.1921225,Feather Burst,119.2619048,4,303.22159639999995
4300,Pendulum #02980,Blue,23.5164319,,2.33411,Sorceress White,172.7241379,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Brown,80.7903226,4,303.1827919
4301,Pendulum #00429,Blue,23.5164319,,2.33411,Sorceress Pink,172.7241379,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Oracle Purple,80.7903226,4,302.86845370000003
4302,Pendulum #02405,Cozmo Purple,42.4491525,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Holodrape Bronze,156.53125,Highborn Glitch,75.8939394,4,301.4920507
4303,Pendulum #00035,White,41.057377,,2.33411,War Pink,192.6538462,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Cream,41.057377,4,301.32110840000007
4304,Pendulum #03821,Cozmo Forrest,30.5426829,,2.33411,,2.2573231,Purple,10.0784708,Lightning Green,185.5185185,,2.4699211,,2.1921225,Feather Black,58.9294118,4,301.2220097
4305,Pendulum #03327,Cozmo Teal,32.1089744,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Highborn White,238.5238095,3,301.18935940000006
4306,Pendulum #04098,Orange,25.1708543,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Aether Purple,143.1142857,,2.1921225,Vent Purple,111.3111111,4,300.52691990000005
4307,Pendulum #01759,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Aether Green,208.7083333,Grunt Glitch,35.7785714,4,299.72747059999995
4308,Pendulum #00264,Purple,24.1980676,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Astronomer Orange,200.36,,2.1921225,Vent Glitch,50.09,4,299.616171
4309,Pendulum #02342,Gradient Sunset,32.9539474,,2.33411,,2.2573231,Black,5.0698381,T2 Purple,208.7083333,,2.4699211,,2.1921225,White,36.2971014,4,299.1821459
4310,Pendulum #00585,Orange,25.1708543,,2.33411,,2.2573231,White,9.1072727,Layser Green,200.36,,2.4699211,,2.1921225,Purple,48.1634615,4,298.9545142
4311,Pendulum #01533,Aqua,10.772043,,2.33411,,2.2573231,Green,9.7641326,Plugged Glitch,172.7241379,,2.4699211,,2.1921225,Oracle Blue,89.4464286,4,298.8596678
4312,Pendulum #01401,Blue,23.5164319,,2.33411,,2.2573231,Purple,10.0784708,Holodrape Yellow,166.9666667,,2.4699211,,2.1921225,Highborn Green,82.1147541,4,298.8292492
4313,Pendulum #00741,Cozmo Aqua,29.6390533,Astronomer Orange,106.5744681,,2.2573231,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Shiny Fire,131.8157895,4,298.5028313
4314,Pendulum #01633,Cozmo Sunset,41.3966942,,2.33411,Angel Yellow,108.8913043,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Shiny Redrum,122.1707317,4,298.29629150000005
4315,Pendulum #00302,Cozmo Black,28.299435,,2.33411,Mist Pink,139.1388889,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Grunt Red,100.18,4,298.16863120000005
4316,Pendulum #01222,Aqua,10.772043,,2.33411,Trinity Blue,122.1707317,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Skeleton Teal,143.1142857,4,297.20032720000006
4317,Pendulum #01406,Blue,23.5164319,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Aqua Mask Blue,94.509434,Skeleton Bronze,151.7878788,4,296.4314535
4318,Pendulum #03088,Aqua,10.772043,Phoenix Glitch,200.36,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Feather Black,58.9294118,4,296.1365674
4319,Pendulum #00712,Cozmo Yellow,28.6228571,,2.33411,War Pink,192.6538462,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Purple,48.1634615,4,295.992673
4320,Pendulum #01794,Gradient Pearl,31.30625,Astronomer Green,122.1707317,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Grunt Purple,116.4883721,4,295.72612820000006
4321,Pendulum #04482,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Highborn White,238.5238095,3,295.650899
4322,Pendulum #04514,Cozmo Green,23.7393365,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Holodrape Yellow,147.3235294,Moon,98.2156863,4,295.4956523
4323,Pendulum #02061,Yellow,29.2923977,,2.33411,Aquatic Blue,125.225,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Vent Purple,111.3111111,4,295.1532603
4324,Pendulum #01428,Cozmo Red,43.9385965,,2.33411,Angel Pink,147.3235294,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Feather Blue,78.265625,4,294.70845230000003
4325,Pendulum #04466,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,Ancient Blue,143.1142857,,2.1921225,Grunt Sunset,96.3269231,4,294.4039761
4326,Pendulum #01646,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Highborn White,238.5238095,3,293.6658075
4327,Pendulum #03957,Purple,24.1980676,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Unicorn Yellow,161.5806452,,2.1921225,Highborn Green,82.1147541,4,292.86157030000004
4328,Pendulum #03333,Orange,25.1708543,Assassin Pink,147.3235294,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Oracle Black,94.509434,4,292.7645921000001
4329,Pendulum #03135,Aqua,10.772043,,2.33411,Crescent White,116.4883721,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Vent Sunset,131.8157895,4,292.7250719
4330,Pendulum #02284,Cozmo Teal,32.1089744,Plugged Orange,200.36,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Burst Glitch,37.1037037,4,292.6242495
4331,Pendulum #01244,Cozmo Purple,42.4491525,Samurai Red,185.5185185,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Cream,41.057377,4,292.0766194
4332,Pendulum #04746,Aqua,10.772043,Recon Blue,217.7826087,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Burst Glitch,37.1037037,4,291.733468
4333,Pendulum #00415,Cozmo Orange,43.1810345,,2.33411,,2.2573231,White,9.1072727,Awaken Red,161.5806452,,2.4699211,,2.1921225,Green,61.0853659,4,291.10724400000004
4334,Pendulum #01805,Aqua,10.772043,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,Vape Green,208.7083333,Skeleton Glitch,46.3796296,4,291.1059079
4335,Pendulum #03635,Cozmo Blue,28.4602273,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,Aqua Mask Purple,151.7878788,Oracle Blue,89.4464286,4,290.9030021
4336,Pendulum #02456,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Blue,13.2513228,Awaken Green,104.3541667,,2.4699211,,2.1921225,Shiny Green,128.4358974,4,290.8171697
4337,Pendulum #00880,Cozmo Teal,32.1089744,Plugged Blue,151.7878788,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Oracle Pink,80.7903226,4,290.7622884
