Rarity Score,id,Back,Back Score,Face,Face Score,Head,Head Score,Outfit,Outfit Score,Character,Character Score,Background,Background Score,name,Trait Count,Trait Count Score
160.7404362,6053,Devil Wings,29.2444444,None,6.2966507,Pan,39.6385542,Orange TShirt,39.1666667,Corki Demon,26.6396761,Red Flames,16.7430025,FalseIdols #4087,5,3.0114416
160.7271397,1180,NONE,6.5668663,None,6.2966507,Crown,39.8787879,Overalls,38.255814,Mori,37.6,Spirals,17.002584,FalseIdols #1407,4,15.1264368
160.7147004,3070,Toy Hammer,34.4502618,None,6.2966507,Ninja Headband,35.7608696,Yellow Good Morning,38.7058824,Haka Volcanic,26.7479675,Prison Photo booth,15.7416268,FalseIdols #4964,5,3.0114416
160.7074453,3917,Turtle Shell Green,28.8596491,None,6.2966507,Dealers Hat,43.5761589,Silver Armor,36.5555556,Azazel,25.4054054,Spirals,17.002584,FalseIdols #2631,5,3.0114416
160.7071129,2116,Sand Shovel,29.375,None,6.2966507,Fox Mask,43.8666667,Doctor,38.0346821,Arcadian,23.7545126,Dark Blue Clouds,16.3681592,FalseIdols #1643,5,3.0114416
160.654245,684,Devil Wings,29.2444444,None,6.2966507,None,6.3391137,Green Kimono,38.4795322,Iris,48.3823529,Space,16.7857143,FalseIdols #4306,4,15.1264368
160.6378812,3961,FI Flag,33.5714286,None,6.2966507,Ice Cream,37.1751412,Green Stars,37.816092,Azazel Frost,26.6396761,Dark Blue Flames,16.127451,FalseIdols #2290,5,3.0114416
160.6226904,4984,Fan,32.7363184,None,6.2966507,Halo,38.0346821,Yellow Good Morning,38.7058824,Medusa,25.9055118,Purple Gradient,15.9322034,FalseIdols #5357,5,3.0114416
160.6160748,1844,Trident,32.4137931,Pizza,35.9562842,None,6.3391137,Flame Hoodie,40.3680982,Haka Volcanic,26.7479675,Green,15.7793765,FalseIdols #3225,5,3.0114416
160.6135681,6157,Binocular,35.1871658,None,6.2966507,Bucket,41.125,Jail,32.5742574,Corki Demon,26.6396761,Green,15.7793765,FalseIdols #3434,5,3.0114416
160.602689,5312,NONE,6.5668663,Airpod,38.7058824,Pajama Cap,33.7435897,Doctor,38.0346821,Arcadian,23.7545126,Space,16.7857143,FalseIdols #3142,5,3.0114416
160.5820977,2218,Scythe,27.5313808,None,6.2966507,Fox Mask,43.8666667,Pink Robot,37.3863636,Haka Volcanic,26.7479675,Prison Photo booth,15.7416268,FalseIdols #5610,5,3.0114416
160.5802082,6068,Umbrella Rainbow,32.9,None,6.2966507,Soda Cap,41.125,Black Gown,36.7597765,Boar Girl,24.2804428,Pink,16.2068966,FalseIdols #5204,5,3.0114416
160.5458168,862,Hockey Stick,31.3333333,None,6.2966507,Ninja Headband,35.7608696,White Turtleneck,39.1666667,Arcadian Racing,28.6086957,Dark Blue Clouds,16.3681592,FalseIdols #2965,5,3.0114416
160.5308667,2758,NONE,6.5668663,Eye Patch,38.7058824,Ninja Headband,35.7608696,Hockey Black,35.3763441,Azazel,25.4054054,Skatepark Park,15.7040573,FalseIdols #1212,5,3.0114416
160.5263071,2167,NONE,6.5668663,Bubble Gum,38.4795322,None,6.3391137,Green Kimono,38.4795322,Bapho Tattooed,39.1666667,Dark Blue Clouds,16.3681592,FalseIdols #5611,4,15.1264368
160.5061115,6478,Angel Wings,30.462963,VR Headset,39.8787879,None,6.3391137,Batik with Scarf,39.1666667,Vern,25.9055118,Prison Photo booth,15.7416268,FalseIdols #0995,5,3.0114416
160.5048389,4744,Angel Wings,30.462963,None,6.2966507,Halo,38.0346821,Cowboy,39.4011976,Melton Slush,26.6396761,Purple Clouds,16.6582278,FalseIdols #4547,5,3.0114416
160.5042969,3406,Present,28.9867841,None,6.2966507,Monkey King Crown,40.8695652,White Astronaut,39.8787879,Vern,25.9055118,Blue Clouds,15.5555556,FalseIdols #3749,5,3.0114416
160.4852204,1802,Surfboard,28.8596491,None,6.2966507,Soda Cap,41.125,Yellow Good Morning,38.7058824,Natsu,26.8571429,Pink Flames,15.6294537,FalseIdols #4127,5,3.0114416
160.47214,3438,Baseball Bat,28.4848485,Rose,41.910828,None,6.3391137,Doctor,38.0346821,Medusa,25.9055118,Space,16.7857143,FalseIdols #5074,5,3.0114416
160.4575322,2977,Umbrella Black,28.1196581,Rainbow Glasses,44.7619048,None,6.3391137,Chinese Dress,35.9562842,Corki Demon,26.6396761,Pink Flames,15.6294537,FalseIdols #5394,5,3.0114416
160.4558899,2317,Turtle Shell Brown,31.4832536,Airpod,38.7058824,None,6.3391137,Batik with Scarf,39.1666667,Vern Birch,26.0079051,Prison Photo booth,15.7416268,FalseIdols #6264,5,3.0114416
160.444168,4859,Umbrella Rainbow,32.9,Arrow,42.1794872,None,6.3391137,Silver Armor,36.5555556,Arcadian,23.7545126,Skatepark Park,15.7040573,FalseIdols #4123,5,3.0114416
160.434262,4305,Turtle Shell Green,28.8596491,Coins,40.3680982,None,6.3391137,Overalls,38.255814,Natsu,26.8571429,Red Flames,16.7430025,FalseIdols #3759,5,3.0114416
160.433454,2911,Devil Wings,29.2444444,VR Headset,39.8787879,None,6.3391137,Pink Jacket,40.1219512,Corki,25.9055118,Purple Gradient,15.9322034,FalseIdols #5060,5,3.0114416
160.4244857,4359,Skateboard,26.9672131,None,6.2966507,Mohawk,41.125,Cowboy,39.4011976,Okame,27.8813559,Prison Photo booth,15.7416268,FalseIdols #1449,5,3.0114416
160.4221215,4393,FI Flag,33.5714286,None,6.2966507,Pan,39.6385542,Overalls,38.255814,Arcadian,23.7545126,Blue Flames,15.8937198,FalseIdols #4375,5,3.0114416
160.3875616,3464,Sand Shovel,29.375,None,6.2966507,Siberian Hat,40.617284,Yellow Good Morning,38.7058824,Melton Slush,26.6396761,Prison Photo booth,15.7416268,FalseIdols #1931,5,3.0114416
160.3799803,4905,NONE,6.5668663,None,6.2966507,Ice Cream,37.1751412,Reaper,41.910828,Mori,37.6,Skatepark Park,15.7040573,FalseIdols #3326,4,15.1264368
160.3636187,3100,Turtle Shell Green,28.8596491,None,6.2966507,Crown,39.8787879,Pink Jacket,40.1219512,Natsu,26.8571429,Graveyard,15.3379953,FalseIdols #4173,5,3.0114416
160.3519913,2364,Knife,33.0653266,Rose,41.910828,None,6.3391137,Red One Piece,34.8148148,Okame Wood,24.5522388,Purple Clouds,16.6582278,FalseIdols #2720,5,3.0114416
160.3416617,2963,NONE,6.5668663,Bubble Gum,38.4795322,Chef Hat,37.1751412,Red One Piece,34.8148148,Okame Wood,24.5522388,Prison Photo booth,15.7416268,FalseIdols #2017,5,3.0114416
160.3334351,2461,IV Drop,33.5714286,Coins,40.3680982,None,6.3391137,Chinese Dress,35.9562842,Haka,25.3076923,Green,15.7793765,FalseIdols #0661,5,3.0114416
160.3171787,2010,Sword,29.1150442,None,6.2966507,Soda Cap,41.125,Pink Robot,37.3863636,Corki Demon,26.6396761,Red Flames,16.7430025,FalseIdols #4276,5,3.0114416
160.3105006,3439,Knife,33.0653266,Black Glasses,38.7058824,None,6.3391137,White Turtleneck,39.1666667,Boar Girl,24.2804428,Prison Photo booth,15.7416268,FalseIdols #3882,5,3.0114416
160.3082862,5050,Sand Shovel,29.375,None,6.2966507,Cowboy Hat,41.3836478,Orange Astronaut,38.4795322,Natsu Crystal,25.0190114,Red Flames,16.7430025,FalseIdols #1368,5,3.0114416
160.3015867,2014,Umbrella Black,28.1196581,None,6.2966507,None,6.3391137,Batik with Scarf,39.1666667,Iris Blue,49.4736842,Green,15.7793765,FalseIdols #5228,4,15.1264368
160.2949745,1838,Angel Wings,30.462963,None,6.2966507,Mohawk,41.125,Silver Armor,36.5555556,Boar Girl Red,27.6470588,Rainbow,15.1963048,FalseIdols #4509,5,3.0114416
160.2928945,2549,Turtle Shell Brown,31.4832536,Eye Patch,38.7058824,None,6.3391137,Orange Astronaut,38.4795322,Corki,25.9055118,Dark Blue Clouds,16.3681592,FalseIdols #4881,5,3.0114416
160.2806186,930,Fan,32.7363184,None,6.2966507,Halo,38.0346821,White Turtleneck,39.1666667,Azazel,25.4054054,Pink Flames,15.6294537,FalseIdols #0890,5,3.0114416
160.2765682,5549,NONE,6.5668663,None,6.2966507,Red Bandana,50.2290076,Suit,39.6385542,Azazel Frost,26.6396761,Green,15.7793765,FalseIdols #2397,4,15.1264368
160.2631696,2594,Present,28.9867841,None,6.2966507,Top Hat,43.0065359,Hockey Black,35.3763441,Okame,27.8813559,Skatepark Park,15.7040573,FalseIdols #4418,5,3.0114416
160.2195714,1652,Angel Wings,30.462963,None,6.2966507,Pirate Hat,36.7597765,Chef Uniform,41.125,Medusa,25.9055118,Purple Clouds,16.6582278,FalseIdols #4677,5,3.0114416
160.1968364,3501,FI Flag,33.5714286,Game Controller,38.4795322,None,6.3391137,Doctor,38.0346821,Natsu Crystal,25.0190114,Prison Photo booth,15.7416268,FalseIdols #1696,5,3.0114416
160.1767542,5256,Third Arm,33.2323232,None,6.2966507,Pan,39.6385542,Green Stars,37.816092,Okame Wood,24.5522388,Pink Flames,15.6294537,FalseIdols #2494,5,3.0114416
160.1689219,321,Carrot Stick,33.0653266,VR Headset,39.8787879,None,6.3391137,Overalls,38.255814,Boar Girl,24.2804428,Graveyard,15.3379953,FalseIdols #0905,5,3.0114416
160.1626068,2973,Umbrella Black,28.1196581,None,6.2966507,Halo,38.0346821,Reaper,41.910828,Natsu,26.8571429,Purple Gradient,15.9322034,FalseIdols #4181,5,3.0114416
160.1590509,5897,Sand Shovel,29.375,None,6.2966507,Monkey King Crown,40.8695652,Pink Jacket,40.1219512,Okame Wood,24.5522388,Purple Gradient,15.9322034,FalseIdols #1846,5,3.0114416
160.1576986,1023,Third Arm,33.2323232,Bubble Gum,38.4795322,None,6.3391137,Purple  Robot,33.7435897,Arcadian Racing,28.6086957,Red Flames,16.7430025,FalseIdols #6651,5,3.0114416
160.1362979,4725,Trident,32.4137931,Earring,38.0346821,None,6.3391137,Pink Jacket,40.1219512,Natsu Crystal,25.0190114,Rainbow,15.1963048,FalseIdols #5928,5,3.0114416
160.1160117,4842,Umbrella Black,28.1196581,None,6.2966507,Monkey King Crown,40.8695652,Leopard Gown,40.617284,Haka,25.3076923,Blue Flames,15.8937198,FalseIdols #4134,5,3.0114416
160.1085023,3896,Fan,32.7363184,Coins,40.3680982,None,6.3391137,Gold Armor,35.5675676,Haka Volcanic,26.7479675,Graveyard,15.3379953,FalseIdols #3770,5,3.0114416
160.0905283,816,Present,28.9867841,None,6.2966507,Mohawk,41.125,Green Kimono,38.4795322,Azazel,25.4054054,Space,16.7857143,FalseIdols #1507,5,3.0114416
160.0619047,5441,Umbrella Black,28.1196581,Yellow Scuba Mask,45.6944444,None,6.3391137,Robe,36.1538462,Azazel,25.4054054,Graveyard,15.3379953,FalseIdols #3176,5,3.0114416
160.0314082,5450,Umbrella Black,28.1196581,Pacifier,45.0684932,None,6.3391137,Silver Armor,36.5555556,Haka,25.3076923,Pink Flames,15.6294537,FalseIdols #3892,5,3.0114416
160.0172498,1300,Umbrella Black,28.1196581,Bandage,43.8666667,None,6.3391137,Doctor,38.0346821,Haka,25.3076923,Graveyard,15.3379953,FalseIdols #1060,5,3.0114416
160.0059144,1391,Turtle Shell Brown,31.4832536,Coins,40.3680982,None,6.3391137,Black Turtleneck,36.9662921,Corki,25.9055118,Purple Gradient,15.9322034,FalseIdols #4431,5,3.0114416
159.9893428,5016,Devil Wings,29.2444444,Airpod,38.7058824,None,6.3391137,Chef Uniform,41.125,Vern Birch,26.0079051,Blue Clouds,15.5555556,FalseIdols #6124,5,3.0114416
159.9493621,2514,Umbrella Rainbow,32.9,None,6.2966507,Ninja Headband,35.7608696,Hockey Blue,40.3680982,Azazel,25.4054054,Pink,16.2068966,FalseIdols #2507,5,3.0114416
159.9383971,2614,Turtle Shell Brown,31.4832536,Coins,40.3680982,None,6.3391137,Green Stars,37.816092,Okame Wood,24.5522388,Dark Blue Clouds,16.3681592,FalseIdols #6163,5,3.0114416
159.9110357,3164,Coffin,31.3333333,Futuristic Glasses,39.8787879,None,6.3391137,White Turtleneck,39.1666667,Okame Wood,24.5522388,Pink Flames,15.6294537,FalseIdols #0427,5,3.0114416
159.8974942,1865,Phone,28.4848485,None,6.2966507,Mohawk,41.125,HellYeah Hoodie,38.7058824,Corki,25.9055118,Dark Blue Clouds,16.3681592,FalseIdols #6484,5,3.0114416
159.8911631,257,Turtle Shell Green,28.8596491,None,6.2966507,Halo,38.0346821,Chef Uniform,41.125,Corki,25.9055118,Purple Clouds,16.6582278,FalseIdols #3837,5,3.0114416
159.8886492,3461,Turtle Shell Green,28.8596491,None,6.2966507,Purple Bandana,43.0065359,Doctor,38.0346821,Okame Wood,24.5522388,Dark Blue Flames,16.127451,FalseIdols #5813,5,3.0114416
159.8871503,3698,Devil Wings,29.2444444,Button Eyes,38.255814,None,6.3391137,Leopard Gown,40.617284,Corki Demon,26.6396761,Green,15.7793765,FalseIdols #3305,5,3.0114416
159.8617285,4197,Present,28.9867841,3D Glasses,42.1794872,None,6.3391137,Silver Armor,36.5555556,Natsu,26.8571429,Purple Gradient,15.9322034,FalseIdols #6059,5,3.0114416
159.8339958,298,Hockey Stick,31.3333333,None,6.2966507,Mohawk,41.125,Hockey Black,35.3763441,Medusa,25.9055118,Space,16.7857143,FalseIdols #3868,5,3.0114416
159.8233957,4127,Turtle Shell Brown,31.4832536,None,6.2966507,Purple Beanie,38.255814,Orange TShirt,39.1666667,Medusa,25.9055118,Skatepark Park,15.7040573,FalseIdols #0159,5,3.0114416
159.8134382,3212,Hockey Stick,31.3333333,None,6.2966507,Purple Beanie,38.255814,White Turtleneck,39.1666667,Vern Birch,26.0079051,Prison Photo booth,15.7416268,FalseIdols #2955,5,3.0114416
159.8124303,2243,Baseball Bat,28.4848485,None,6.2966507,Fox Mask,43.8666667,Green Good Morning,36.3535912,Corki,25.9055118,Blue Flames,15.8937198,FalseIdols #1486,5,3.0114416
159.801167,988,Third Arm,33.2323232,None,6.2966507,Farmers Hat,36.9662921,Pink Robot,37.3863636,Vern,25.9055118,Spirals,17.002584,FalseIdols #5981,5,3.0114416
159.7957793,3407,Skateboard,26.9672131,None,6.2966507,Fox Mask,43.8666667,Green Stars,37.816092,Vern,25.9055118,Purple Gradient,15.9322034,FalseIdols #0403,5,3.0114416
159.7850331,3175,Sword,29.1150442,Pizza,35.9562842,None,6.3391137,Chef Uniform,41.125,Arcadian Racing,28.6086957,Pink Flames,15.6294537,FalseIdols #3123,5,3.0114416
159.7707078,6091,Carrot Stick,33.0653266,None,6.2966507,Halo,38.0346821,Cowboy,39.4011976,Arcadian,23.7545126,Pink,16.2068966,FalseIdols #6075,5,3.0114416
159.7329367,5802,NONE,6.5668663,Bubble Gum,38.4795322,Doctors Lamp,38.0346821,Jail,32.5742574,Boar Girl,24.2804428,Space,16.7857143,FalseIdols #3674,5,3.0114416
159.7264677,1012,Present,28.9867841,None,6.2966507,Monkey King Crown,40.8695652,Doctor,38.0346821,Haka Volcanic,26.7479675,Green,15.7793765,FalseIdols #0454,5,3.0114416
159.7183664,2556,Sand Shovel,29.375,None,6.2966507,Purple Bandana,43.0065359,Green Stars,37.816092,Boar Girl,24.2804428,Purple Gradient,15.9322034,FalseIdols #4543,5,3.0114416
159.6917198,380,Skateboard,26.9672131,None,6.2966507,None,6.3391137,Purple Gown,41.3836478,Iris,48.3823529,Rainbow,15.1963048,FalseIdols #1391,4,15.1264368
159.6896441,6341,Turtle Shell Brown,31.4832536,Futuristic Glasses,39.8787879,None,6.3391137,Orange Astronaut,38.4795322,Arcadian,23.7545126,Red Flames,16.7430025,FalseIdols #4112,5,3.0114416
159.6650294,3502,Fan,32.7363184,None,6.2966507,Pirate Hat,36.7597765,Silver Armor,36.5555556,Boar Girl Red,27.6470588,Purple Clouds,16.6582278,FalseIdols #1800,5,3.0114416
159.6575201,6156,IV Drop,33.5714286,None,6.2966507,Siberian Hat,40.617284,Red One Piece,34.8148148,Vern Birch,26.0079051,Graveyard,15.3379953,FalseIdols #1493,5,3.0114416
159.6400214,6569,Robotic Claw,49.8484848,None,6.2966507,None,6.3391137,Purple Gown,41.3836478,Melton,25.3076923,Graveyard,15.3379953,FalseIdols #0175,4,15.1264368
159.6251528,1458,Sand Shovel,29.375,Bubble Gum,38.4795322,None,6.3391137,Overalls,38.255814,Arcadian Racing,28.6086957,Blue Clouds,15.5555556,FalseIdols #5409,5,3.0114416
159.5865824,2511,Turtle Shell Brown,31.4832536,None,6.2966507,Doctors Lamp,38.0346821,Blue Kimono,37.1751412,Okame,27.8813559,Skatepark Park,15.7040573,FalseIdols #0556,5,3.0114416
159.5813661,4384,Umbrella Black,28.1196581,3D Glasses,42.1794872,None,6.3391137,Overalls,38.255814,Haka,25.3076923,Dark Blue Clouds,16.3681592,FalseIdols #5134,5,3.0114416
159.564818,3545,Umbrella Black,28.1196581,Reverse Cross Earring,45.0684932,None,6.3391137,Black Turtleneck,36.9662921,Boar Girl,24.2804428,Green,15.7793765,FalseIdols #3171,5,3.0114416
159.5560265,6195,Turtle Shell Green,28.8596491,None,6.2966507,Ninja Headband,35.7608696,Chef Uniform,41.125,Arcadian Racing,28.6086957,Blue Flames,15.8937198,FalseIdols #0619,5,3.0114416
159.5482675,1864,Angel Wings,30.462963,None,6.2966507,Siberian Hat,40.617284,Pink Robot,37.3863636,Azazel,25.4054054,Dark Blue Clouds,16.3681592,FalseIdols #2855,5,3.0114416
159.5474851,185,Devil Wings,29.2444444,Futuristic Glasses,39.8787879,None,6.3391137,Skeleton,39.6385542,Melton,25.3076923,Dark Blue Flames,16.127451,FalseIdols #5078,5,3.0114416
159.5462447,402,Present,28.9867841,None,6.2966507,Soda Cap,41.125,Green Stars,37.816092,Haka,25.3076923,Spirals,17.002584,FalseIdols #4832,5,3.0114416
159.5451941,547,Sand Shovel,29.375,None,6.2966507,Cone,45.0684932,Jail,32.5742574,Okame,27.8813559,Graveyard,15.3379953,FalseIdols #4530,5,3.0114416
159.5443105,5023,Third Arm,33.2323232,None,6.2966507,Pan,39.6385542,Green Good Morning,36.3535912,Haka,25.3076923,Skatepark Park,15.7040573,FalseIdols #4071,5,3.0114416
159.4778601,1420,Skateboard,26.9672131,Arrow,42.1794872,None,6.3391137,White Astronaut,39.8787879,Corki,25.9055118,Rainbow,15.1963048,FalseIdols #2920,5,3.0114416
159.4534289,126,Sword,29.1150442,None,6.2966507,Fox Mask,43.8666667,Hockey Black,35.3763441,Vern Birch,26.0079051,Green,15.7793765,FalseIdols #6607,5,3.0114416
159.4444246,287,Binocular,35.1871658,None,6.2966507,Doctors Lamp,38.0346821,Robe,36.1538462,Natsu Crystal,25.0190114,Prison Photo booth,15.7416268,FalseIdols #0917,5,3.0114416
159.4325855,4174,Sand Shovel,29.375,None,6.2966507,Pan,39.6385542,Orange TShirt,39.1666667,Haka Volcanic,26.7479675,Rainbow,15.1963048,FalseIdols #3767,5,3.0114416
159.4232532,733,Skateboard,26.9672131,Snake,43.2894737,None,6.3391137,Chinese Dress,35.9562842,Natsu,26.8571429,Spirals,17.002584,FalseIdols #4985,5,3.0114416
159.4185446,2980,Turtle Shell Green,28.8596491,None,6.2966507,Crown,39.8787879,HellYeah Hoodie,38.7058824,Medusa Stone,26.0079051,Purple Clouds,16.6582278,FalseIdols #4163,5,3.0114416
159.4114659,5010,Sand Shovel,29.375,None,6.2966507,Mohawk,41.125,Green Stars,37.816092,Medusa Stone,26.0079051,Green,15.7793765,FalseIdols #5322,5,3.0114416
159.395981,1666,Baseball Bat,28.4848485,Coins,40.3680982,None,6.3391137,HellYeah Hoodie,38.7058824,Natsu,26.8571429,Pink Flames,15.6294537,FalseIdols #2517,5,3.0114416
159.3892602,3678,Phone,28.4848485,Eye Patch,38.7058824,None,6.3391137,Reaper,41.910828,Haka,25.3076923,Pink Flames,15.6294537,FalseIdols #6461,5,3.0114416
159.3766866,6060,Hockey Stick,31.3333333,None,6.2966507,Purple Beanie,38.255814,HellYeah Hoodie,38.7058824,Azazel,25.4054054,Dark Blue Clouds,16.3681592,FalseIdols #2102,5,3.0114416
159.3765251,3688,NONE,6.5668663,Pizza,35.9562842,Pirate Hat,36.7597765,Gold Armor,35.5675676,Haka,25.3076923,Pink,16.2068966,FalseIdols #6665,5,3.0114416
159.3415625,2404,IV Drop,33.5714286,None,6.2966507,Halo,38.0346821,Black Turtleneck,36.9662921,Vern,25.9055118,Blue Clouds,15.5555556,FalseIdols #4338,5,3.0114416
159.3344924,3809,Toy Hammer,34.4502618,None,6.2966507,Ninja Headband,35.7608696,Orange TShirt,39.1666667,Boar Girl,24.2804428,Dark Blue Clouds,16.3681592,FalseIdols #1453,5,3.0114416
159.3262808,5180,IV Drop,33.5714286,None,6.2966507,Ribbon,34.6315789,Batik with Scarf,39.1666667,Corki,25.9055118,Red Flames,16.7430025,FalseIdols #0975,5,3.0114416
159.278477,3705,Toy Hammer,34.4502618,Black Glasses,38.7058824,None,6.3391137,Gold Armor,35.5675676,Vern Birch,26.0079051,Rainbow,15.1963048,FalseIdols #6285,5,3.0114416
159.2271371,1894,IV Drop,33.5714286,None,6.2966507,Pirate Hat,36.7597765,Blue Kimono,37.1751412,Natsu,26.8571429,Blue Clouds,15.5555556,FalseIdols #2347,5,3.0114416
159.2006824,2208,FI Flag,33.5714286,None,6.2966507,Pajama Cap,33.7435897,Black Turtleneck,36.9662921,Arcadian Racing,28.6086957,Spirals,17.002584,FalseIdols #3474,5,3.0114416
159.2006824,341,FI Flag,33.5714286,None,6.2966507,Farmers Hat,36.9662921,Blue One Piece,33.7435897,Arcadian Racing,28.6086957,Spirals,17.002584,FalseIdols #1418,5,3.0114416
159.1953076,3213,Turtle Shell Green,28.8596491,3D Glasses,42.1794872,None,6.3391137,Green Good Morning,36.3535912,Haka Volcanic,26.7479675,Skatepark Park,15.7040573,FalseIdols #3430,5,3.0114416
159.1834183,5349,NONE,6.5668663,Airpod,38.7058824,Ribbon,34.6315789,Blue Kimono,37.1751412,Arcadian,23.7545126,Graveyard,15.3379953,FalseIdols #2002,5,3.0114416
159.1816257,94,Binocular,35.1871658,None,6.2966507,Doctors Lamp,38.0346821,Blue One Piece,33.7435897,Medusa,25.9055118,Spirals,17.002584,FalseIdols #5067,5,3.0114416
159.169221,648,Phone,28.4848485,None,6.2966507,Party Hat,46.6666667,Jail,32.5742574,Vern Birch,26.0079051,Dark Blue Flames,16.127451,FalseIdols #4036,5,3.0114416
159.1625224,5037,Fan,32.7363184,Eye Patch,38.7058824,None,6.3391137,Green Kimono,38.4795322,Okame Wood,24.5522388,Graveyard,15.3379953,FalseIdols #3355,5,3.0114416
159.1530854,2696,Phone,28.4848485,None,6.2966507,Bucket,41.125,Green Stars,37.816092,Azazel Frost,26.6396761,Green,15.7793765,FalseIdols #5653,5,3.0114416
159.1285075,2849,Angel Wings,30.462963,None,6.2966507,Ice Cream,37.1751412,White Astronaut,39.8787879,Haka Volcanic,26.7479675,Blue Clouds,15.5555556,FalseIdols #3272,5,3.0114416
159.097637,4235,Fan,32.7363184,Cigar,43.2894737,None,6.3391137,Jail,32.5742574,Azazel,25.4054054,Prison Photo booth,15.7416268,FalseIdols #0960,5,3.0114416
159.0786679,3859,Coffin,31.3333333,None,6.2966507,Propeller,38.7058824,Chinese Dress,35.9562842,Okame,27.8813559,Blue Flames,15.8937198,FalseIdols #0407,5,3.0114416
159.0736001,5131,Devil Wings,29.2444444,None,6.2966507,Propeller,38.7058824,Batik with Scarf,39.1666667,Vern,25.9055118,Red Flames,16.7430025,FalseIdols #0652,5,3.0114416
159.0391299,2438,Third Arm,33.2323232,None,6.2966507,Doctors Lamp,38.0346821,Green Kimono,38.4795322,Boar Girl,24.2804428,Skatepark Park,15.7040573,FalseIdols #1170,5,3.0114416
159.0301992,1132,Coffin,31.3333333,None,6.2966507,Pirate Hat,36.7597765,Chef Uniform,41.125,Melton,25.3076923,Rainbow,15.1963048,FalseIdols #1295,5,3.0114416
159.0261254,6421,Phone,28.4848485,None,6.2966507,Propeller,38.7058824,White Astronaut,39.8787879,Corki,25.9055118,Red Flames,16.7430025,FalseIdols #1237,5,3.0114416
159.0129663,5262,Fan,32.7363184,Coins,40.3680982,None,6.3391137,Chinese Dress,35.9562842,Azazel,25.4054054,Rainbow,15.1963048,FalseIdols #0879,5,3.0114416
159.0089771,5144,Umbrella Black,28.1196581,None,6.2966507,Farmers Hat,36.9662921,White Astronaut,39.8787879,Arcadian Racing,28.6086957,Dark Blue Flames,16.127451,FalseIdols #1583,5,3.0114416
159.0011435,37,FI Flag,33.5714286,None,6.2966507,Purple Beanie,38.255814,Robe,36.1538462,Medusa Stone,26.0079051,Skatepark Park,15.7040573,FalseIdols #1469,5,3.0114416
158.9983949,2154,NONE,6.5668663,Game Controller,38.4795322,Doctors Lamp,38.0346821,Jail,32.5742574,Okame Wood,24.5522388,Green,15.7793765,FalseIdols #5008,5,3.0114416
158.9876079,837,Coffin,31.3333333,Pizza,35.9562842,None,6.3391137,Doctor,38.0346821,Arcadian Racing,28.6086957,Skatepark Park,15.7040573,FalseIdols #3935,5,3.0114416
158.9548337,765,Umbrella Black,28.1196581,Arrow,42.1794872,None,6.3391137,Overalls,38.255814,Melton,25.3076923,Prison Photo booth,15.7416268,FalseIdols #3720,5,3.0114416
158.9418845,4959,NONE,6.5668663,Game Controller,38.4795322,Farmers Hat,36.9662921,Purple  Robot,33.7435897,Boar Girl,24.2804428,Blue Flames,15.8937198,FalseIdols #3825,5,3.0114416
158.9184743,4944,Sand Shovel,29.375,None,6.2966507,Siren,46.013986,Jail,32.5742574,Corki,25.9055118,Prison Photo booth,15.7416268,FalseIdols #3114,5,3.0114416
158.909847,164,Devil Wings,29.2444444,Reverse Cross Earring,45.0684932,None,6.3391137,Robe,36.1538462,Arcadian,23.7545126,Graveyard,15.3379953,FalseIdols #1730,5,3.0114416
158.8425813,2710,NONE,6.5668663,None,6.2966507,Siberian Hat,40.617284,Blue Jacket,45.6944444,Arcadian Racing,28.6086957,Purple Gradient,15.9322034,FalseIdols #1192,4,15.1264368
158.8372622,4470,Sword,29.1150442,None,6.2966507,Confused Stars,39.4011976,Orange Astronaut,38.4795322,Corki Demon,26.6396761,Blue Flames,15.8937198,FalseIdols #4487,5,3.0114416
158.834677,5199,Fan,32.7363184,Pizza,35.9562842,None,6.3391137,White Astronaut,39.8787879,Natsu Crystal,25.0190114,Blue Flames,15.8937198,FalseIdols #6436,5,3.0114416
158.8180349,5396,Trident,32.4137931,None,6.2966507,Ribbon,34.6315789,Batik with Scarf,39.1666667,Melton Slush,26.6396761,Purple Clouds,16.6582278,FalseIdols #5980,5,3.0114416
158.8113821,6513,Umbrella Black,28.1196581,Arrow,42.1794872,None,6.3391137,Robe,36.1538462,Azazel Frost,26.6396761,Dark Blue Clouds,16.3681592,FalseIdols #0397,5,3.0114416
158.8095618,1741,Sand Shovel,29.375,Game Controller,38.4795322,None,6.3391137,Suit,39.6385542,Haka,25.3076923,Purple Clouds,16.6582278,FalseIdols #4645,5,3.0114416
158.8031046,998,Trident,32.4137931,None,6.2966507,Propeller,38.7058824,Chinese Dress,35.9562842,Azazel Frost,26.6396761,Green,15.7793765,FalseIdols #3510,5,3.0114416
158.7754172,3921,Devil Wings,29.2444444,Black Glasses,38.7058824,None,6.3391137,Skeleton,39.6385542,Melton Slush,26.6396761,Rainbow,15.1963048,FalseIdols #6181,5,3.0114416
158.7673966,4536,IV Drop,33.5714286,None,6.2966507,Cowboy Hat,41.3836478,Blue One Piece,33.7435897,Natsu Crystal,25.0190114,Prison Photo booth,15.7416268,FalseIdols #5087,5,3.0114416
158.7366293,403,Umbrella Black,28.1196581,Futuristic Glasses,39.8787879,None,6.3391137,Green Kimono,38.4795322,Medusa,25.9055118,Spirals,17.002584,FalseIdols #2659,5,3.0114416
